Artist,Listeners,Peak,Peak_Listeners
Jorge & Mateus,"14,874,199",539,"15,856,100"
Léo Foguete,"14,866,413",568,"15,080,414"
Luck Ra,"14,861,035",574,"14,861,035"
The Walters,"14,852,750",371,"19,385,847"
Olivia Newton-John,"14,833,415",548,"15,711,570"
S. P. Balasubrahmanyam,"14,782,899",573,"14,812,554"
John Mayer,"14,750,173",327,"19,806,976"
Banda MS de Sergio Lizárraga,"14,720,804",393,"18,371,806"
The Strokes,"14,718,912",423,"17,607,267"
Weezer,"14,704,741",440,"17,152,581"
Varun Jain,"14,682,179",582,"14,682,179"
Priya Saraiya,"14,680,168",583,"14,680,168"
Pabllo Vittar,"14,671,485",242,"24,426,272"
Yeat,"14,650,066",149,"28,149,740"
Eyedress,"14,646,604",399,"18,287,094"
Roxette,"14,634,845",520,"15,877,772"
A Boogie Wit da Hoodie,"14,619,718",213,"22,882,543"
Jonita Gandhi,"14,606,455",337,"18,322,100"
WALK THE MOON,"14,569,597",410,"18,076,284"
Darell,"14,554,598",238,"22,214,709"
Dave,"14,553,863",135,"29,100,809"
Raj Shekhar,"14,527,344",554,"14,527,344"
Thaman S,"14,495,036",591,"14,566,351"
The White Stripes,"14,491,665",290,"22,483,264"
NewJeans,"14,484,470",160,"26,786,050"
Jatin-Lalit,"14,479,646",588,"14,479,646"
Anuv Jain,"14,470,453",505,"16,066,445"
Gigi D'Agostino,"14,442,669",509,"16,063,549"
D-Block Europe,"14,441,214",227,"23,915,073"
Richy Mitch & The Coal Miners,"14,368,968",218,"25,801,578"
Em Beihold,"14,359,259",135,"26,666,031"
Benny Dayal,"14,356,579",522,"15,041,645"
Milo j,"14,338,610",265,"21,285,336"
Coi Leray,"14,322,405",72,"38,479,080"
¥$,"14,275,093",106,"34,770,239"
Lenny Kravitz,"14,273,423",580,"14,476,610"
Ricky Martin,"14,263,243",365,"15,898,287"
Scorpions,"14,258,461",514,"14,258,461"
LE SSERAFIM,"14,210,017",476,"16,058,007"
Shania Twain,"14,153,618",352,"17,682,454"
Lyanno,"14,149,440",416,"15,200,027"
Destiny's Child,"14,105,888",330,"22,189,099"
Paul McCartney,"14,092,549",79,"43,578,778"
Matheus & Kauan,"14,056,037",595,"14,665,070"
Brray,"14,050,698",405,"16,966,488"
W&W,"14,045,417",440,"17,304,881"
blackbear,"14,044,639",259,"19,962,853"
Joan Sebastian,"14,036,965",610,"14,258,543"
KHEA,"14,024,534",458,"16,911,588"
Taio Cruz,"14,017,053",520,"14,270,300"
Madison Beer,"13,979,142",339,"19,836,973"
John Newman,"13,975,547",532,"15,591,878"
Bradley Cooper,"13,961,262",457,"15,474,144"
mgk,"13,916,160",409,"16,617,303"
Grupo Marca Registrada,"13,843,781",264,"22,007,861"
Beach House,"13,830,970",521,"14,184,562"
Cher,"13,789,851",217,"25,664,744"
LUDMILLA,"13,781,669",327,"19,760,775"
Niall Horan,"13,669,242",129,"27,578,996"
Jeet Gannguli,"13,661,090",631,"13,661,090"
AURORA,"13,658,016",473,"14,534,307"
Shaan,"13,645,626",631,"13,645,626"
Luan Pereira,"13,644,964",488,"16,440,555"
Kailash Kher,"13,631,291",633,"13,631,291"
Pearl Jam,"13,603,395",488,"15,656,385"
Sukhwinder Singh,"13,586,304",600,"13,862,340"
Black Sabbath,"13,551,565",465,"16,595,839"
Oruam,"13,496,610",639,"13,496,610"
Depeche Mode,"13,474,652",418,"16,717,329"
SYML,"13,453,208",464,"14,726,953"
Roop Kumar Rathod,"13,433,033",642,"13,433,033"
NF,"13,392,216",275,"19,447,227"
Foreigner,"13,377,212",492,"16,792,715"
Kylie Minogue,"13,375,767",233,"24,715,118"
Romy,"13,372,450",646,"13,372,450"
Three Days Grace,"13,346,275",595,"14,219,993"
Zé Felipe,"13,279,969",600,"13,304,045"
Simon & Garfunkel,"13,277,677",488,"16,424,922"
Bring Me The Horizon,"13,268,364",475,"15,125,559"
Morad,"13,253,563",575,"14,075,005"
Survivor,"13,234,030",598,"13,878,844"
John Lennon,"13,232,334",80,"42,190,219"
The Clash,"13,221,598",507,"16,396,253"
Gusttavo Lima,"13,211,034",508,"15,115,981"
Cosculluela,"13,191,369",589,"13,488,513"
La Arrolladora Banda El Limón De Rene Camacho,"13,179,586",656,"13,578,490"
Alejandro Sanz,"13,172,601",432,"14,395,340"
Ms. Lauryn Hill,"13,161,132",486,"16,319,683"
Christina Perri,"13,152,988",424,"16,831,407"
Sting,"13,142,371",551,"14,870,169"
DJ Nelson,"13,136,798",453,"16,878,140"
Passenger,"13,126,151",422,"16,765,920"
Zerb,"13,115,526",369,"18,649,657"
Gucci Mane,"13,115,138",401,"16,561,931"
Cults,"13,114,616",463,"16,570,191"
Ram Sampath,"13,081,012",472,"16,606,741"
Slipknot,"13,078,338",543,"14,484,077"
Ke Personajes,"13,070,130",595,"13,811,908"
Mc Livinho,"13,048,701",670,"13,081,602"
The Fray,"13,033,346",624,"13,885,763"
Ofenbach,"13,031,331",392,"18,344,823"
TLC,"12,988,393",509,"15,896,784"
Rex Orange County,"12,987,213",336,"16,098,724"
Imanbek,"12,976,306",280,"18,669,813"
K. S. Chithra,"12,969,379",639,"13,034,863"
3 Doors Down,"12,929,310",644,"12,929,310"
G. V. Prakash,"12,926,752",673,"13,233,083"
Aitana,"12,921,931",411,"15,094,220"
Stebin Ben,"12,901,176",680,"12,901,176"
Piso 21,"12,895,895",303,"20,327,383"
Eric Clapton,"12,877,322",550,"12,996,090"
Malachiii,"12,861,480",262,"23,766,421"
Lil Tjay,"12,856,191",268,"19,548,091"
Becky Hill,"12,852,033",257,"20,058,164"
Hans Zimmer,"12,851,627",562,"14,296,237"
fun.,"12,844,189",594,"12,844,189"
Los Enanitos Verdes,"12,828,844",543,"15,265,491"
Bonnie Tyler,"12,804,639",611,"13,559,948"
Calibre 50,"12,797,833",488,"12,863,699"
Alfredo Olivas,"12,791,947",582,"13,862,718"
Dalex,"12,783,825",355,"18,038,673"
Tammi Terrell,"12,782,833",445,"16,282,284"
Jhené Aiko,"12,764,953",557,"13,720,267"
Yseult,"12,754,105",288,"22,756,249"
Milky Chance,"12,738,578",417,"16,426,763"
Tony Dize,"12,733,858",481,"15,601,281"
Zé Neto & Cristiano,"12,710,065",584,"13,788,491"
Zendaya,"12,684,991",496,"15,183,083"
Van Morrison,"12,664,216",333,"21,361,390"
Mary J. Blige,"12,646,646",692,"12,841,012"
Fergie,"12,644,587",562,"13,272,678"
Papa Roach,"12,640,495",611,"13,649,696"
Vicente Fernández,"12,635,336",647,"14,287,433"
Orso,"12,631,571",265,"23,709,586"
Ajay-Atul,"12,624,657",597,"12,624,657"
Blondie,"12,617,700",552,"13,208,088"
Electric Light Orchestra,"12,613,615",522,"14,986,263"
Tinashe,"12,612,282",377,"19,002,563"
Shekhar Ravjiani,"12,609,663",392,"15,805,465"
Lukas Graham,"12,606,974",407,"18,243,782"
Xavi,"12,551,360",129,"31,501,727"
Noriel,"12,544,489",614,"14,106,226"
Zion,"12,533,217",650,"13,259,878"
DJ Luian,"12,524,384",293,"19,413,064"
Mc Don Juan,"12,523,699",421,"17,278,848"
Wesley Safadão,"12,522,388",630,"12,540,564"
Los Tucanes De Tijuana,"12,506,896",484,"14,566,004"
Thomas Rhett,"12,504,279",666,"12,998,673"
Jesse & Joy,"12,499,881",440,"15,999,739"
Capital Cities,"12,495,414",518,"15,735,026"
6LACK,"12,470,408",321,"16,978,376"
Shubh,"12,469,933",551,"13,540,727"
Blur,"12,466,781",556,"12,999,306"
Billy Idol,"12,429,112",628,"12,565,506"
Rae Sremmurd,"12,419,485",412,"15,144,345"
M83,"12,412,661",592,"13,396,168"
X Ambassadors,"12,399,103",398,"14,934,403"
Crowded House,"12,376,148",681,"13,009,112"
MC PH,"12,372,107",542,"14,958,523"
Wicked Movie Cast,"12,369,884",658,"13,877,384"
Maiara & Maraisa,"12,340,512",622,"13,295,151"
John Travolta,"12,333,330",688,"13,226,920"
The Pussycat Dolls,"12,321,335",619,"12,415,359"
Lunay,"12,321,158",456,"15,718,665"
Bad Gyal,"12,318,396",405,"16,628,326"
Mambo Kingz,"12,315,080",298,"19,318,210"
Normani,"12,301,947",521,"13,231,383"
Karthik,"12,300,389",734,"12,303,994"
Yuvan Shankar Raja,"12,299,504",663,"13,133,325"
Rammstein,"12,255,888",636,"12,831,661"
Iyaz,"12,254,989",676,"12,842,021"
DJ Glenner,"12,246,499",721,"12,956,235"
cassö,"12,238,002",265,"21,787,952"
Palak Muchhal,"12,228,905",733,"12,349,023"
Addison Rae,"12,220,807",450,"17,534,490"
MAGIC!,"12,220,086",549,"14,945,320"
R. D. Burman,"12,207,441",748,"12,207,441"
Olly Alexander (Years & Years),"12,206,074",747,"12,206,074"
Kumar Sanu,"12,202,581",701,"12,338,410"
Marco Antonio Solís,"12,191,406",688,"12,509,178"
Sandro Cavazza,"12,183,386",752,"12,183,386"
Bernadya,"12,178,912",505,"16,108,630"
Jordan Adetunji,"12,161,693",428,"18,177,028"
Johnny Cash,"12,148,134",592,"13,632,777"
Pablo Alborán,"12,135,130",519,"14,229,540"
The Smashing Pumpkins,"12,129,279",659,"12,312,696"
Wisin,"12,113,591",405,"15,614,069"
Jungle,"12,084,577",544,"14,773,883"
Spice Girls,"12,077,738",591,"13,114,444"
Cazzu,"12,058,969",679,"12,509,039"
AP Dhillon,"12,057,253",394,"16,784,298"
Rick Ross,"12,049,384",514,"15,272,290"
Yami Safdie,"12,048,054",764,"12,048,054"
Santana,"12,043,395",344,"12,153,632"
Soulja Boy,"12,025,372",662,"12,314,997"
Men At Work,"12,022,601",620,"13,582,552"
New West,"12,022,138",421,"15,372,580"
Laura Pausini,"12,019,938",517,"16,503,545"
MC LUUKY,"12,009,698",739,"12,764,479"
Los Tigres Del Norte,"11,998,484",714,"13,052,632"
Jaideep Sahni,"11,982,132",741,"12,319,734"
The Beach Boys,"11,979,480",161,"31,364,150"
Chief Keef,"11,975,751",436,"15,873,183"
Mon Laferte,"11,972,294",769,"11,972,294"
Camila,"11,968,516",508,"15,900,239"
Deftones,"11,965,198",744,"12,143,813"
Eden Muñoz,"11,965,148",367,"17,438,441"
Russ,"11,960,899",365,"17,041,050"
Sadhana Sargam,"11,952,182",742,"11,986,493"
Meek Mill,"11,950,337",393,"15,553,179"
Beach Weather,"11,947,022",597,"13,538,779"
America,"11,945,377",654,"13,190,209"
Mario,"11,935,369",782,"11,950,621"
Raghav Chaitanya,"11,931,116",774,"11,931,116"
Hugo & Guilherme,"11,912,072",706,"12,194,388"
ScHoolboy Q,"11,899,032",492,"16,556,015"
WILLOW,"11,895,761",360,"15,561,760"
Grelo,"11,890,756",758,"12,242,458"
Haddaway,"11,890,514",790,"11,890,514"
Arash,"11,871,913",791,"11,871,913"
Jack Johnson,"11,861,479",518,"15,485,519"
Isabel LaRosa,"11,851,103",323,"21,221,325"
Ella Henderson,"11,846,984",364,"17,142,204"
ILLIT,"11,814,806",420,"17,757,605"
Montell Fish,"11,813,718",614,"13,623,841"
Mc Paiva ZS,"11,804,079",797,"11,804,079"
Galantis,"11,796,507",338,"18,896,883"
Brytiago,"11,774,994",556,"13,359,249"
TWICE,"11,750,803",499,"12,855,155"
Nikhita Gandhi,"11,744,430",485,"14,908,425"
PEDRO SAMPAIO,"11,741,075",649,"12,430,384"
Tracy Chapman,"11,738,719",348,"19,175,912"
Leon Bridges,"11,724,157",597,"13,761,494"
Jorja Smith,"11,723,922",469,"16,402,144"
Yorghaki,"11,695,091",806,"11,695,091"
NIKI,"11,689,292",581,"13,264,614"
OMI,"11,687,458",669,"13,042,332"
Selena Gomez & The Scene,"11,675,750",525,"13,559,306"
The Game,"11,675,121",508,"13,935,195"
Phoebe Bridgers,"11,674,317",706,"13,144,215"
Marília Mendonça,"11,661,704",398,"14,932,890"
Alleh,"11,659,314",813,"11,659,314"
Pomme,"11,657,564",508,"16,931,754"
Creed,"11,651,555",813,"11,651,555"
Sid Sriram,"11,644,570",596,"12,482,616"
M.I.A.,"11,640,230",815,"11,640,230"
Stray Kids,"11,635,106",682,"13,521,875"
Murilo Huff,"11,632,086",623,"13,512,150"
Sophie Ellis-Bextor,"11,622,200",226,"23,967,750"
Aretha Franklin,"11,615,953",475,"17,009,365"
Gym Class Heroes,"11,608,240",441,"16,413,777"
Ciara,"11,600,794",639,"12,431,393"
NAV,"11,599,501",203,"24,009,796"
Lasso,"11,584,888",750,"11,949,377"
aespa,"11,582,815",619,"13,739,202"
DJ TOPO,"11,578,921",721,"12,220,776"
Jowell & Randy,"11,573,816",516,"13,905,356"
Nakash Aziz,"11,571,547",819,"11,643,142"
The Verve,"11,562,301",827,"11,562,301"
No Doubt,"11,552,030",688,"12,498,646"
Harris Jayaraj,"11,548,348",776,"11,911,062"
Kate Bush,"11,537,182",424,"14,101,915"
Idina Menzel,"11,527,926",213,"27,851,083"
Matt Sassari,"11,513,902",722,"12,242,661"
Marc Anthony,"11,513,395",419,"14,118,563"
Calle 24,"11,505,336",347,"18,990,432"
The Mamas & The Papas,"11,502,808",622,"13,830,643"
Silk Sonic,"11,496,560",373,"15,167,191"
Bomba Estéreo,"11,491,688",290,"18,055,394"
Juicy Luicy,"11,472,676",741,"12,110,384"
Rvfv,"11,466,450",670,"12,918,944"
Maren Morris,"11,419,403",432,"14,821,271"
T.I.,"11,404,913",587,"11,404,913"
Melanie Martinez,"11,391,777",257,"20,251,491"
Like Mike,"11,355,071",519,"15,371,036"
MC Kevin o Chris,"11,350,695",317,"19,054,899"
Mahalakshmi Iyer,"11,343,759",848,"11,343,759"
Lionel Richie,"11,342,066",641,"11,623,824"
Mumford & Sons,"11,333,668",629,"12,578,885"
Rudimental,"11,330,056",439,"17,290,320"
Juan Luis Guerra 4.40,"11,323,539",700,"11,772,783"
Yng Lvcas,"11,307,774",101,"32,431,402"
James Bay,"11,298,972",571,"12,803,948"
Ace of Base,"11,296,353",815,"11,577,330"
SOG,"11,278,238",656,"13,624,856"
24kGoldn,"11,247,559",393,"15,117,675"
Cynthia Erivo,"11,241,212",646,"14,195,711"
Busta Rhymes,"11,221,019",599,"13,099,883"
Moneybagg Yo,"11,215,026",543,"13,691,597"
Tones And I,"11,214,561",416,"15,010,580"
Mazzy Star,"11,212,752",847,"11,212,752"
Kungs,"11,208,405",401,"16,546,336"
Mau y Ricky,"11,203,583",489,"12,943,019"
Lizzo,"11,193,625",105,"30,100,497"
The Cardigans,"11,179,652",742,"12,158,038"
Snow Patrol,"11,165,134",783,"11,243,907"
Abhijeet,"11,126,902",863,"11,126,902"
Belinda,"11,112,621",585,"14,320,082"
Rod Stewart,"11,111,199",521,"15,047,871"
Asha Bhosle,"11,107,938",869,"11,107,938"
Jax Jones,"11,083,830",354,"17,202,952"
Chance Peña,"11,067,592",564,"14,147,981"
Odetari,"11,062,456",611,"14,062,107"
Gustavo Mioto,"11,043,087",616,"12,902,041"
Flume,"11,028,664",571,"13,480,342"
Jimin,"11,022,540",374,"17,889,425"
Felipe Amorim,"11,013,097",628,"12,110,443"
Norma Jean Martine,"11,003,933",575,"14,075,257"
Wizkid,"10,993,411",523,"13,758,308"
Prince,"10,980,983",630,"12,369,141"
will.i.am,"10,965,723",566,"12,835,275"
Neeraj Shridhar,"10,962,954",822,"11,465,019"
Andmesh,"10,962,743",884,"10,962,743"
Mc Daniel,"10,960,072",615,"13,555,851"
Leo Dan,"10,948,920",881,"11,063,313"
Guilherme & Benuto,"10,947,291",525,"14,877,807"
Henry Freitas,"10,939,066",888,"10,939,066"
Hoobastank,"10,921,919",821,"10,921,919"
Van Halen,"10,912,401",485,"14,349,969"
Rekha Bhardwaj,"10,901,989",891,"10,901,989"
Key Glock,"10,901,608",444,"16,394,056"
Mari Fernandez,"10,887,233",515,"14,086,116"
iann dior,"10,883,982",438,"14,436,905"
Simone Mendes,"10,876,121",535,"14,861,604"
Seeb,"10,862,410",603,"13,308,958"
CamrinWatsin,"10,859,446",897,"10,859,446"
Kavita Krishnamurthy,"10,854,983",862,"10,854,983"
Sam Barber,"10,852,697",899,"10,852,697"
Nicky Youre,"10,845,013",362,"16,422,807"
Gulzar,"10,838,588",900,"10,838,588"
Haze,"10,825,773",644,"13,425,088"
DJ Oreia,"10,824,517",903,"10,824,517"
La Oreja de Van Gogh,"10,821,885",462,"17,350,078"
The Temper Trap,"10,811,324",884,"10,870,961"
Shweta Mohan,"10,797,918",820,"11,531,406"
Luan Santana,"10,797,007",479,"15,797,554"
Patrick Watson,"10,791,458",666,"13,136,966"
Kany García,"10,787,412",600,"13,949,342"
6ix9ine,"10,780,489",584,"12,167,814"
MC Marks,"10,779,879",879,"11,413,079"
Standly,"10,746,601",438,"13,833,044"
Flo Milli,"10,741,982",262,"22,109,344"
070 Shake,"10,740,876",101,"30,903,161"
MC Cebezinho,"10,726,840",912,"10,806,980"
Counting Crows,"10,716,580",734,"11,147,837"
Korn,"10,716,462",683,"12,292,792"
Timmy Trumpet,"10,714,203",648,"11,977,506"
BL3SS,"10,699,952",919,"10,699,952"
Joel Corry,"10,690,503",301,"18,601,830"
Bailey Zimmerman,"10,684,303",739,"11,564,754"
Lyodra,"10,681,957",839,"11,343,249"
Rag'n'Bone Man,"10,678,345",475,"16,109,002"
Mahalini,"10,672,564",708,"12,445,107"
bbyclose,"10,672,509",925,"10,672,509"
Kishore Kumar,"10,645,486",922,"10,645,486"
Mc Th,"10,643,886",927,"10,643,886"
Modern Talking,"10,627,509",651,"13,539,206"
Yan Block,"10,606,364",725,"12,817,307"
The Outfield,"10,598,181",406,"18,751,264"
Ariis,"10,597,751",787,"11,995,767"
Tokischa,"10,596,832",394,"17,115,778"
Father John Misty,"10,593,684",574,"13,624,258"
Tom Petty,"10,587,829",680,"12,072,427"
Aditya Sharma,"10,578,576",935,"10,578,576"
Payal Dev,"10,552,202",559,"13,540,518"
Shafqat Amanat Ali,"10,551,765",937,"10,551,765"
Mc IG,"10,533,119",640,"12,825,821"
$uicideboy$,"10,532,802",603,"12,765,583"
Indila,"10,530,680",813,"11,185,834"
DNCE,"10,520,740",591,"12,178,319"
Carrie Underwood,"10,504,355",663,"11,844,710"
Ferrugem,"10,500,061",920,"10,934,806"
The Temptations,"10,492,809",631,"13,625,814"
Natanzinho Lima,"10,491,778",945,"10,491,778"
hey daisy,"10,489,875",426,"14,690,270"
Tina Turner,"10,485,797",308,"19,164,105"
King Von,"10,479,817",857,"10,479,817"
Juan Gabriel,"10,460,027",777,"11,167,757"
Luke Bryan,"10,435,538",601,"12,170,317"
ZZ Top,"10,433,314",644,"12,205,493"
KALEO,"10,424,088",470,"17,159,684"
Tyler Childers,"10,417,449",610,"13,302,962"
KATSEYE,"10,405,402",618,"14,033,481"
Edward Maya,"10,394,009",859,"11,317,460"
LMFAO,"10,375,088",905,"10,375,088"
Purple Disco Machine,"10,369,430",451,"14,934,992"
Etta James,"10,367,941",708,"11,990,433"
Mika Singh,"10,367,674",959,"10,367,674"
H.E.R.,"10,367,265",503,"13,009,255"
A$AP Ferg,"10,361,197",585,"12,719,676"
Sagar,"10,352,943",943,"10,750,087"
Nate Ruess,"10,348,503",573,"14,920,728"
Fifth Harmony,"10,344,594",675,"12,514,217"
Vijay Deverakonda,"10,319,664",965,"10,319,664"
Vacations,"10,319,254",808,"11,167,410"
The Doors,"10,308,665",576,"14,836,797"
Shashaa Tirupati,"10,302,134",797,"10,302,134"
Lilly Wood and The Prick,"10,296,899",917,"10,680,087"
Jasiel Nuñez,"10,296,213",713,"12,779,992"
Hombres G,"10,281,585",589,"14,682,087"
Sixpence None The Richer,"10,272,135",664,"13,190,880"
ERNEST,"10,270,328",618,"14,052,464"
Michael Marcagi,"10,266,127",307,"21,166,338"
Daecolm,"10,262,047",975,"10,262,047"
SAIKO,"10,251,544",418,"16,442,141"
Big One,"10,223,225",398,"16,419,449"
Radhikka Madan,"10,222,948",978,"10,222,948"
Owl City,"10,200,721",753,"10,725,335"
George Harrison,"10,191,279",977,"10,292,276"
Sublime,"10,165,329",715,"12,352,613"
Tulus,"10,161,596",858,"11,011,004"
Seafret,"10,140,193",480,"12,965,413"
James Blunt,"10,139,079",553,"12,707,443"
Clams Casino,"10,112,597",966,"10,442,812"
Anurag Saikia,"10,107,139",986,"10,107,139"
Luísa Sonza,"10,100,895",456,"15,224,327"
Louis Armstrong,"10,096,929",331,"20,774,856"
bbno$,"10,091,499",721,"11,173,588"
Riton,"10,090,495",685,"11,432,336"
James Hype,"10,089,409",460,"13,541,656"
Ángela Aguilar,"10,083,558",619,"13,090,032"
Hindia,"10,083,270",990,"10,083,270"
Cardenales De Nuevo León,"10,082,206",938,"10,788,169"
La Adictiva,"10,074,897",647,"11,844,888"
Altamash Faridi,"10,073,507",530,"13,542,217"
Soda Stereo,"10,072,700",654,"12,924,399"
Yeah Yeah Yeahs,"10,062,883",816,"11,556,510"
Matheus Fernandes,"10,058,272",678,"12,407,534"
Seu Jorge,"10,056,462",553,"14,779,841"
Regard,"10,056,254",594,"12,725,630"
Mc Leozin,"10,045,237",717,"12,290,958"
José José,"10,037,926",769,"11,875,861"
Dilsinho,"10,035,373",762,"11,575,175"
Jimmy Eat World,"10,026,662",679,"12,294,605"
Alvaro Diaz,"10,018,969",487,"16,168,880"
Ikky,"10,013,013",880,"10,572,303"
Luar La L,"9,992,952",605,"12,945,000"
Haricharan,"9,980,925",836,"11,307,565"
Mustard,"9,979,196",477,"16,679,943"
L7NNON,"9,959,920",583,"12,086,026"
Stormzy,"9,958,847",690,"12,387,299"
DFZM,"9,940,095",574,"15,060,961"
Wallows,"9,937,062",648,"13,176,091"
Willie Colón,"9,933,049",898,"11,231,664"
Ludovico Einaudi,"9,926,447",919,"9,926,447"
Audioslave,"9,918,609",981,"9,918,609"
Tego Calderón,"9,918,204",746,"12,169,352"
Nio Garcia,"9,917,637",484,"13,791,945"
Oliver Tree,"9,894,621",85,"33,995,315"
Edgardo Nuñez,"9,882,928",431,"16,906,197"
MC GP,"9,872,769",792,"11,123,412"
YNW Melly,"9,868,411",619,"12,098,740"
John Martin,"9,851,010",668,"11,535,835"
PAWSA,"9,845,851",1025,"9,845,851"
Avenged Sevenfold,"9,844,490",715,"12,268,247"
Rita Ora,"9,829,686",350,"15,748,850"
Jaymes Young,"9,829,623",530,"13,123,344"
Santa Fe Klan,"9,820,228",576,"12,886,402"
Frankie Valli,"9,810,229",938,"10,340,736"
Nilo,"9,808,591",1031,"9,808,591"
Suki Waterhouse,"9,797,891",915,"10,518,504"
Yusuf / Cat Stevens,"9,789,942",722,"11,465,268"
Blake Shelton,"9,774,970",329,"21,028,245"
Thalia,"9,755,994",699,"10,518,720"
Dynoro,"9,752,822",835,"11,481,797"
Jarabe De Palo,"9,746,841",848,"11,288,754"
El Bogueto,"9,746,542",1036,"9,918,622"
INXS,"9,746,106",798,"10,326,929"
Brenno & Matheus,"9,741,280",973,"10,521,958"
Monali Thakur,"9,735,237",948,"10,320,185"
Jazzy,"9,729,702",1042,"9,729,702"
John Denver,"9,729,656",600,"13,363,125"
Santhosh Narayanan,"9,724,745",943,"10,384,118"
Nanpa Básico,"9,715,563",788,"11,730,288"
Frankie Ruiz,"9,708,036",1046,"9,757,544"
For Revenge,"9,706,953",1037,"9,979,285"
Hanumankind,"9,704,765",244,"24,453,289"
Brooks & Dunn,"9,703,264",866,"11,338,905"
Riley Green,"9,679,504",851,"11,082,028"
Sum 41,"9,661,077",788,"11,437,182"
Jessie Murph,"9,655,293",707,"12,832,690"
Los Dareyes De La Sierra,"9,642,434",542,"13,881,841"
Birdy,"9,614,844",662,"11,832,939"
Israel & Rodolffo,"9,612,387",656,"11,805,143"
John Summit,"9,608,137",841,"11,263,759"
Antara Mitra,"9,607,145",1002,"9,607,145"
Ankit Tiwari,"9,605,283",986,"9,727,870"
Powfu,"9,601,501",913,"9,601,501"
WIU,"9,578,198",701,"11,201,412"
Manu Chao,"9,569,864",650,"12,111,612"
Sasha Alex Sloan,"9,567,661",463,"14,497,829"
Aditya Rikhari,"9,565,761",975,"10,342,001"
Love Funk,"9,561,086",1015,"10,197,626"
Sorriso Maroto,"9,558,935",1053,"9,893,388"
Nat King Cole,"9,555,440",61,"50,429,506"
Yuridia,"9,544,829",569,"11,987,029"
Sin Bandera,"9,541,779",826,"10,835,403"
Ashe,"9,535,689",516,"14,091,983"
Royel Otis,"9,535,225",1042,"9,808,473"
Gera MX,"9,532,596",706,"11,401,409"
DMX,"9,517,062",615,"10,919,370"
Shaarib Toshi,"9,514,846",963,"9,514,846"
INNA,"9,509,736",646,"13,405,922"
Ayushmann Khurrana,"9,507,145",1037,"9,678,218"
Lizzy McAlpine,"9,506,388",293,"18,459,665"
Kool & The Gang,"9,497,783",875,"10,031,067"
Rashmi Virag,"9,497,437",880,"9,756,118"
Leona Lewis,"9,495,168",295,"23,234,916"
Jay Sean,"9,494,885",959,"9,734,442"
bôa,"9,490,892",1027,"9,728,132"
Chicago,"9,486,360",790,"11,621,396"
Keyshia Cole,"9,473,214",793,"11,212,896"
Omah Lay,"9,473,046",767,"11,853,184"
Siddharth - Garima,"9,471,639",549,"14,517,947"
Ben E. King,"9,469,301",538,"13,965,870"
Bakar,"9,465,427",461,"16,733,660"
LANY,"9,455,477",768,"10,264,738"
DJ Di Marques,"9,454,874",1089,"9,454,874"
Dhvani Bhanushali,"9,449,677",643,"11,726,344"
YG,"9,417,252",530,"12,471,725"
Lainey Wilson,"9,409,881",653,"13,541,651"
Incubus,"9,406,939",944,"10,099,913"
Alex G,"9,405,678",978,"10,156,874"
Dhee,"9,400,020",1088,"9,482,208"
keshi,"9,389,138",504,"13,668,403"
Akhil Sachdeva,"9,383,390",1095,"9,487,606"
Otis Redding,"9,382,828",468,"16,801,154"
ENHYPEN,"9,380,020",861,"10,254,021"
Pixies,"9,376,975",778,"10,439,571"
Feby Putri,"9,355,404",1020,"9,814,706"
Lauana Prado,"9,352,776",760,"11,452,065"
Thundercat,"9,348,613",447,"14,506,297"
Lijo George-Dj Chetas,"9,336,638",1094,"9,432,321"
Duran Duran,"9,309,212",830,"11,106,815"
Supertramp,"9,308,391",770,"11,079,047"
Little Simz,"9,305,071",693,"12,740,528"
D.O.D,"9,301,221",1108,"9,301,221"
Majestic,"9,299,708",970,"10,242,016"
Andy Grammer,"9,295,261",733,"10,141,505"
Jordan Davis,"9,293,229",689,"11,670,670"
Ryan Lewis,"9,291,436",181,"27,624,928"
Dermot Kennedy,"9,270,483",405,"14,690,713"
Nadin Amizah,"9,265,465",848,"9,910,210"
Ricky Montgomery,"9,255,906",1026,"9,950,805"
Intense,"9,255,562",1018,"9,870,097"
Kalmi,"9,252,577",468,"16,934,279"
Rage Against The Machine,"9,244,889",737,"11,081,757"
Mc Delux,"9,244,856",862,"10,901,851"
Sky Rompiendo,"9,241,964",403,"16,344,563"
Tochi Raina,"9,220,620",955,"9,552,742"
Los Bukis,"9,219,281",1006,"10,308,020"
Kenny Rogers,"9,217,330",842,"10,796,353"
Masego,"9,208,752",733,"11,852,173"
Adolescent's Orquesta,"9,206,925",1027,"9,920,381"
Selena,"9,201,317",899,"10,536,136"
Tiara Andini,"9,193,295",866,"10,800,747"
BENNETT,"9,183,057",603,"13,437,506"
Arko,"9,179,113",1129,"9,179,113"
MixSingh,"9,173,103",1093,"9,608,882"
Bleachers,"9,165,755",633,"14,449,206"
Smash Mouth,"9,165,603",817,"11,323,052"
DJ Ari SL,"9,162,517",1049,"9,911,671"
Norah Jones,"9,151,347",671,"12,891,772"
Will Smith,"9,147,819",819,"11,424,925"
Zac Efron,"9,144,480",810,"11,283,312"
SAINt JHN,"9,137,044",614,"10,813,983"
The Adventures Of Stevie V,"9,133,897",1138,"9,133,897"
Diddy,"9,132,513",398,"16,823,499"
Novo Amor,"9,126,076",951,"9,638,538"
